company,fiscal_year,series,from_number,to_number,count,prev_filed_date_bs,next_filed_date_bs
NGN,NGN-79.80,NGN,3094,3098,5,2079.08.01,2079.08.01
NGN,NGN-79.80,NGN,3190,3190,1,2079.08.06,2079.08.07
NGN,NGN-79.80,NGN,3194,3195,2,2079.08.07,2079.08.07
NGN,NGN-79.80,NGN,3201,3204,4,2079.08.07,2079.08.07
NGN,NGN-79.80,NGN,3208,3210,3,2079.08.07,2079.08.07
NGN,NGN-79.80,NGN,3212,3212,1,2079.08.07,2079.08.07
NGN,NGN-79.80,NGN,3218,3218,1,2079.08.07,2079.08.07
NGN,NGN-79.80,NGN,3226,3226,1,2079.08.07,2079.08.07
NGN,NGN-79.80,NGN,3229,3230,2,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3232,3232,1,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3234,3234,1,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3238,3238,1,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3240,3240,1,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3242,3243,2,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3245,3250,6,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3253,3253,1,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3255,3258,4,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3260,3260,1,2079.08.08,2079.08.08
NGN,NGN-79.80,NGN,3300,3302,3,2079.08.11,2079.08.11
NGN,NGN-79.80,NGN,3305,3309,5,2079.08.11,2079.08.11
NGN,NGN-79.80,NGN,3311,3316,6,2079.08.11,2079.08.11
NGN,NGN-79.80,NGN,3319,3323,5,2079.08.11,2079.08.11
NGN,NGN-79.80,NGN,3554,3556,3,2079.08.19,2079.08.19
NGN,NGN-79.80,NGN,3617,3617,1,2079.08.21,2079.08.22
NGN,NGN-79.80,NGN,3621,3621,1,2079.08.22,2079.08.22
NGN,NGN-79.80,NGN,3623,3626,4,2079.08.22,2079.08.22
NGN,NGN-79.80,NGN,3631,3631,1,2079.08.22,2079.08.22
NGN,NGN-79.80,NGN,3634,3635,2,2079.08.22,2079.08.22
NGN,NGN-79.80,NGN,3639,3640,2,2079.08.22,2079.08.22
NGN,NGN-79.80,NGN,3647,3647,1,2079.08.22,2079.08.23
NGN,NGN-79.80,NGN,3723,3730,8,2079.08.26,2079.08.27
NGN,NGN-79.80,NGN,3799,3799,1,2079.08.28,2079.08.29
NGN,NGN-79.80,NGN,3826,3828,3,2079.08.29,2079.08.29
NGN,NGN-79.80,NGN,3830,3830,1,2079.08.29,2079.08.29
NGN,NGN-79.80,NGN,3832,3832,1,2079.08.29,2079.08.29
NGN,NGN-79.80,NGN,3834,3836,3,2079.08.29,2079.08.29
NGN,NGN-79.80,NGN,3839,3839,1,2079.08.29,2079.08.29
NGN,NGN-79.80,NGN,4276,4276,1,2079.09.17,2079.09.17
NGN,NGN-79.80,NGN,4328,4340,13,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4342,4345,4,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4348,4349,2,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4351,4354,4,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4356,4357,2,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4359,4359,1,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4362,4362,1,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4365,4365,1,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4367,4367,1,2079.09.19,2079.09.19
NGN,NGN-79.80,NGN,4369,4371,3,2079.09.19,2079.09.20
NGN,NGN-79.80,NGN,4466,4468,3,2079.09.24,2079.09.24
NGN,NGN-79.80,NGN,4474,4474,1,2079.09.24,2079.09.24
NGN,NGN-79.80,NGN,4478,4479,2,2079.09.24,2079.09.24
NGN,NGN-79.80,NGN,4482,4482,1,2079.09.24,2079.09.24
NGN,NGN-79.80,NGN,4484,4485,2,2079.09.24,2079.09.24
NGN,NGN-79.80,NGN,4487,4488,2,2079.09.24,2079.09.24
NGN,NGN-79.80,NGN,4496,4497,2,2079.09.24,2079.09.24
NGN,NGN-79.80,NGN,4530,4533,4,2079.09.25,2079.09.26
NGN,NGN-79.80,NGN,4538,4539,2,2079.09.26,2079.09.26
NGN,NGN-79.80,NGN,4541,4543,3,2079.09.26,2079.09.26
NGN,NGN-79.80,NGN,4545,4546,2,2079.09.26,2079.09.26
NGN,NGN-79.80,NGN,4548,4549,2,2079.09.26,2079.09.26
NGN,NGN-79.80,NGN,4551,4553,3,2079.09.26,2079.09.26
NGN,NGN-79.80,NGN,4557,4557,1,2079.09.26,2079.09.26
NGN,NGN-79.80,NGN,4560,4563,4,2079.09.26,2079.09.27
NGN,NGN-79.80,NGN,4943,4946,4,2079.10.11,2079.10.12
NGN,NGN-79.80,NGN,5154,5155,2,2079.10.18,2079.10.19
NGN,NGN-79.80,NGN,5227,5233,7,2079.10.22,2079.10.22
NGN,NGN-79.80,NGN,5249,5253,5,2079.10.22,2079.10.22
NGN,NGN-79.80,NGN,5256,5256,1,2079.10.22,2079.10.22
NGN,NGN-79.80,NGN,5260,5261,2,2079.10.22,2079.10.23
NGN,NGN-79.80,NGN,5427,5428,2,2079.10.27,2079.10.27
NGN,NGN-79.80,NGN,5430,5440,11,2079.10.27,2079.10.27
NGN,NGN-79.80,NGN,5442,5444,3,2079.10.27,2079.10.29
NGN,NGN-79.80,NGN,5452,5452,1,2079.10.29,2079.10.29
NGN,NGN-79.80,NGN,5473,5474,2,2079.10.29,2079.10.29
NGN,NGN-79.80,NGN,5476,5477,2,2079.10.29,2079.10.29
NGN,NGN-79.80,NGN,5479,5480,2,2079.10.29,2079.10.29
NGN,NGN-79.80,NGN,5482,5482,1,2079.10.29,2079.10.29
NGN,NGN-79.80,NGN,5514,5517,4,2079.11.01,2079.11.02
NGN,NGN-79.80,NGN,5519,5533,15,2079.11.02,2079.11.02
NGN,NGN-79.80,NGN,5535,5535,1,2079.11.02,2079.11.02
NGN,NGN-79.80,NGN,5537,5543,7,2079.11.02,2079.11.02
NGN,NGN-79.80,NGN,5546,5546,1,2079.11.02,2079.11.02
NGN,NGN-79.80,NGN,5548,5549,2,2079.11.02,2079.11.03
NGN,NGN-79.80,NGN,5614,5615,2,2079.11.04,2079.11.04
NGN,NGN-79.80,NGN,5617,5619,3,2079.11.04,2079.11.05
NGN,NGN-79.80,NGN,5707,5716,10,2079.11.08,2079.11.09
NGN,NGN-79.80,NGN,5719,5720,2,2079.11.09,2079.11.09
NGN,NGN-79.80,NGN,5722,5732,11,2079.11.09,2079.11.09
NGN,NGN-79.80,NGN,5775,5777,3,2079.11.10,2079.11.11
NGN,NGN-79.80,NGN,5792,5792,1,2079.11.11,2079.11.11
NGN,NGN-79.80,NGN,5794,5794,1,2079.11.11,2079.11.11
NGN,NGN-79.80,NGN,5800,5800,1,2079.11.11,2079.11.11
NGN,NGN-79.80,NGN,5802,5802,1,2079.11.11,2079.11.11
NGN,NGN-79.80,NGN,5805,5806,2,2079.11.11,2079.11.11
NGN,NGN-79.80,NGN,5811,5812,2,2079.11.11,2079.11.12
NGN,NGN-79.80,NGN,5842,5842,1,2079.11.12,2079.11.12
NGN,NGN-79.80,NGN,5844,5845,2,2079.11.12,2079.11.14
NGN,NGN-79.80,NGN,5847,5850,4,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5853,5854,2,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5857,5857,1,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5859,5859,1,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5862,5862,1,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5865,5865,1,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5868,5869,2,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5875,5875,1,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5877,5877,1,2079.11.14,2079.11.14
NGN,NGN-79.80,NGN,5881,5881,1,2079.11.14,2079.11.15
NGN,NGN-79.80,NGN,5884,5885,2,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5888,5890,3,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5892,5892,1,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5894,5898,5,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5903,5905,3,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5908,5909,2,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5912,5916,5,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5918,5918,1,2079.11.15,2079.11.15
NGN,NGN-79.80,NGN,5929,5929,1,2079.11.16,2079.11.16
NGN,NGN-79.80,NGN,5931,5933,3,2079.11.16,2079.11.16
NGN,NGN-79.80,NGN,5935,5945,11,2079.11.16,2079.11.16
NGN,NGN-79.80,NGN,5947,5948,2,2079.11.16,2079.11.16
NGN,NGN-79.80,NGN,5961,5966,6,2079.11.16,2079.11.17
NGN,NGN-79.80,NGN,5970,5971,2,2079.11.17,2079.11.17
NGN,NGN-79.80,NGN,5974,5976,3,2079.11.17,2079.11.17
NGN,NGN-79.80,NGN,5978,5978,1,2079.11.17,2079.11.17
NGN,NGN-79.80,NGN,5981,5983,3,2079.11.17,2079.11.17
NGN,NGN-79.80,NGN,5985,5988,4,2079.11.17,2079.11.17
NGN,NGN-79.80,NGN,5990,5995,6,2079.11.17,2079.11.18
NGN,NGN-79.80,NGN,5998,5998,1,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6000,6000,1,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6003,6003,1,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6006,6007,2,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6009,6010,2,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6013,6013,1,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6016,6016,1,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6021,6021,1,2079.11.18,2079.11.18
NGN,NGN-79.80,NGN,6023,6038,16,2079.11.18,2079.11.19
NGN,NGN-79.80,NGN,6041,6044,4,2079.11.19,2079.11.19
NGN,NGN-79.80,NGN,6046,6075,30,2079.11.19,2079.11.19
NGN,NGN-79.80,NGN,6077,6077,1,2079.11.19,2079.11.20
NGN,NGN-79.80,NGN,6099,6100,2,2079.11.20,2079.11.21
NGN,NGN-79.80,NGN,6102,6104,3,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6107,6108,2,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6111,6113,3,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6116,6118,3,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6122,6122,1,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6125,6128,4,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6130,6133,4,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6135,6144,10,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6146,6147,2,2079.11.21,2079.11.21
NGN,NGN-79.80,NGN,6149,6159,11,2079.11.21,2079.11.22
NGN,NGN-79.80,NGN,6173,6174,2,2079.11.22,2079.11.25
NGN,NGN-79.80,NGN,6197,6197,1,2079.11.25,2079.11.25
NGN,NGN-79.80,NGN,6199,6200,2,2079.11.25,2079.11.25
NGN,NGN-79.80,NGN,6203,6204,2,2079.11.25,2079.11.26
NGN,NGN-79.80,NGN,6330,6330,1,2079.11.29,2079.11.30
NGN,NGN-79.80,NGN,6334,6334,1,2079.11.30,2079.11.30
NGN,NGN-79.80,NGN,6337,6337,1,2079.11.30,2079.11.30
NGN,NGN-79.80,NGN,6339,6339,1,2079.11.30,2079.11.30
NGN,NGN-79.80,NGN,6342,6343,2,2079.11.30,2079.11.30
NGN,NGN-79.80,NGN,6347,6347,1,2079.11.30,2079.11.30
NGN,NGN-79.80,NGN,6349,6349,1,2079.11.30,2079.11.30
NGN,NGN-79.80,NGN,6351,6351,1,2079.11.30,2079.11.30
NGN,NGN-79.80,NGN,6361,6371,11,2079.11.30,2079.12.01
NGN,NGN-79.80,NGN,6375,6375,1,2079.12.01,2079.12.01
NGN,NGN-79.80,NGN,6377,6377,1,2079.12.01,2079.12.01
NGN,NGN-79.80,NGN,6380,6403,24,2079.12.01,2079.12.01
NGN,NGN-79.80,NGN,6405,6407,3,2079.12.01,2079.12.02
NGN,NGN-79.80,NGN,6541,6547,7,2079.12.05,2079.12.06
NGN,NGN-79.80,NGN,6588,6588,1,2079.12.07,2079.12.07
NGN,NGN-79.80,NGN,6590,6590,1,2079.12.07,2079.12.07
NGN,NGN-79.80,NGN,6593,6593,1,2079.12.07,2079.12.07
NGN,NGN-79.80,NGN,6595,6599,5,2079.12.07,2079.12.08
NGN,NGN-79.80,NGN,6640,6641,2,2079.12.08,2079.12.09
NGN,NGN-79.80,NGN,6643,6643,1,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6647,6647,1,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6649,6650,2,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6652,6652,1,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6654,6657,4,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6659,6662,4,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6664,6667,4,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6669,6669,1,2079.12.09,2079.12.09
NGN,NGN-79.80,NGN,6671,6672,2,2079.12.09,2079.12.10
NGN,NGN-79.80,NGN,6674,6677,4,2079.12.10,2079.12.10
NGN,NGN-79.80,NGN,6679,6687,9,2079.12.10,2079.12.10
NGN,NGN-79.80,NGN,6689,6701,13,2079.12.10,2079.12.10
NGN,NGN-79.80,NGN,6703,6713,11,2079.12.10,2079.12.12
NGN,NGN-79.80,NGN,6715,6716,2,2079.12.12,2079.12.12
NGN,NGN-79.80,NGN,6718,6720,3,2079.12.12,2079.12.12
NGN,NGN-79.80,NGN,6787,6792,6,2079.12.13,2079.12.14
NGN,NGN-79.80,NGN,6794,6794,1,2079.12.14,2079.12.14
NGN,NGN-79.80,NGN,6797,6805,9,2079.12.14,2079.12.14
NGN,NGN-79.80,NGN,6808,6815,8,2079.12.14,2079.12.15
NGN,NGN-79.80,NGN,6817,6818,2,2079.12.15,2079.12.15
NGN,NGN-79.80,NGN,6820,6820,1,2079.12.15,2079.12.15
NGN,NGN-79.80,NGN,6825,6827,3,2079.12.15,2079.12.15
NGN,NGN-79.80,NGN,6830,6830,1,2079.12.15,2079.12.15
NGN,NGN-79.80,NGN,6832,6835,4,2079.12.15,2079.12.15
NGN,NGN-79.80,NGN,6837,6838,2,2079.12.15,2079.12.15
NGN,NGN-79.80,NGN,6840,6846,7,2079.12.15,2079.12.15
NGN,NGN-79.80,NGN,6848,6851,4,2079.12.15,2079.12.16
NGN,NGN-79.80,NGN,7066,7077,12,2079.12.24,2079.12.24
NGN,NGN-79.80,NGN,7079,7081,3,2079.12.24,2079.12.24
NGN,NGN-79.80,NGN,7083,7084,2,2079.12.24,2079.12.24
NGN,NGN-79.80,NGN,7086,7097,12,2079.12.24,2079.12.26
NGN,NGN-79.80,NGN,7100,7100,1,2079.12.26,2079.12.26
NGN,NGN-79.80,NGN,7102,7105,4,2079.12.26,2079.12.26
NGN,NGN-79.80,NGN,7107,7111,5,2079.12.26,2079.12.26
NGN,NGN-79.80,NGN,7113,7113,1,2079.12.26,2079.12.26
NGN,NGN-79.80,NGN,7116,7117,2,2079.12.26,2079.12.26
NGN,NGN-79.80,NGN,7119,7120,2,2079.12.26,2079.12.26
NGN,NGN-79.80,NGN,7254,7255,2,2079.12.30,2080.01.03
NGN,NGN-79.80,NGN,7258,7265,8,2080.01.03,2080.01.03
NGN,NGN-79.80,NGN,7267,7273,7,2080.01.03,2080.01.03
NGN,NGN-79.80,NGN,7275,7277,3,2080.01.03,2080.01.03
NGN,NGN-79.80,NGN,7279,7280,2,2080.01.03,2080.01.04
NGN,NGN-79.80,NGN,7473,7477,5,2080.01.11,2080.01.11
NGN,NGN-79.80,NGN,7479,7481,3,2080.01.11,2080.01.11
NGN,NGN-79.80,NGN,7486,7496,11,2080.01.11,2080.01.11
NGN,NGN-79.80,NGN,7690,7694,5,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7696,7698,3,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7700,7701,2,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7704,7704,1,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7706,7706,1,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7708,7709,2,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7711,7712,2,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7714,7714,1,2080.01.20,2080.01.20
NGN,NGN-79.80,NGN,7718,7719,2,2080.01.21,2080.01.21
NGN,NGN-79.80,NGN,7721,7721,1,2080.01.21,2080.01.21
NGN,NGN-79.80,NGN,7723,7723,1,2080.01.21,2080.01.21
NGN,NGN-79.80,NGN,8365,8369,5,2080.02.10,2080.02.11
NGN,NGN-79.80,NGN,8955,8966,12,2080.02.32,2080.03.01
NGN,NGN-79.80,NGN,8968,9001,34,2080.03.01,2080.03.03
NGN,NGN-79.80,NGN,9003,9006,4,2080.03.03,2080.03.03
NGN,NGN-79.80,NGN,9194,9195,2,2080.03.08,2080.03.10
NGN,NGN-79.80,NGN,9197,9197,1,2080.03.10,2080.03.10
NGN,NGN-79.80,NGN,9206,9206,1,2080.03.10,2080.03.10
NGN,NGN-79.80,NGN,9210,9212,3,2080.03.10,2080.03.10
NGN,NGN-79.80,NGN,9214,9216,3,2080.03.10,2080.03.10
NGN,NGN-79.80,NGN,9220,9222,3,2080.03.10,2080.03.10
NGN,NGN-79.80,NGN,9225,9225,1,2080.03.10,2080.03.10
NGN,NGN-79.80,NGN,9227,9227,1,2080.03.10,2080.03.11
NGN,NGN-79.80,NGN,9262,9262,1,2080.03.11,2080.03.12
NGN,NGN-79.80,NGN,9265,9269,5,2080.03.12,2080.03.12
NGN,NGN-79.80,NGN,9271,9271,1,2080.03.12,2080.03.12
NGN,NGN-79.80,NGN,9277,9277,1,2080.03.12,2080.03.12
NGN,NGN-79.80,NGN,9279,9279,1,2080.03.12,2080.03.12
NGN,NGN-80.81,NGN,8103,8103,1,2081.01.03,2081.01.03
NGN,NGN-80.81,NGN,8110,8122,13,2081.01.03,2081.01.03
NGN,NGN-80.81,NGN,8127,8132,6,2081.01.03,2081.01.04
NGN,NGN-80.81,NGN,8136,8158,23,2081.01.04,2081.01.04
NGN,NGN-80.81,NGN,8161,8161,1,2081.01.04,2081.01.04
NGN,NGN-80.81,NGN,8163,8163,1,2081.01.04,2081.01.04
NGN,NGN-80.81,NGN,8197,8201,5,2081.01.05,2081.01.06
NGN,NGN-80.81,NGN,8231,8241,11,2081.01.06,2081.01.07
NGN,NGN-80.81,NGN,8281,8281,1,2081.01.09,2081.01.09
NGN,NGN-80.81,NGN,8283,8284,2,2081.01.09,2081.01.09
NGN,NGN-80.81,NGN,8289,8289,1,2081.01.09,2081.01.09
NGN,NGN-80.81,NGN,8292,8293,2,2081.01.09,2081.01.09
NGN,NGN-80.81,NGN,8306,8306,1,2081.01.09,2081.01.09
NGN,NGN-80.81,NGN,8325,8325,1,2081.01.10,2081.01.10
NGN,NGN-80.81,NGN,8331,8331,1,2081.01.10,2081.01.10
NGN,NGN-80.81,NGN,8342,8342,1,2081.01.10,2081.01.10
NGN,NGN-80.81,NGN,8360,8366,7,2081.01.10,2081.01.11
NGN,NGN-80.81,NGN,8392,8392,1,2081.01.12,2081.01.12
NGN,NGN-80.81,NGN,8432,8432,1,2081.01.13,2081.01.13
NGN,NGN-80.81,NGN,8486,8486,1,2081.01.14,2081.01.14
NGN,NGN-80.81,NGN,8558,8567,10,2081.01.17,2081.01.17
NGN,NGN-80.81,NGN,8569,8569,1,2081.01.17,2081.01.17
NGN,NGN-80.81,NGN,8573,8573,1,2081.01.17,2081.01.17
NGN,NGN-80.81,NGN,8616,8616,1,2081.01.18,2081.01.18
NGN,NGN-80.81,NGN,8629,8629,1,2081.01.18,2081.01.18
NGN,NGN-80.81,RTN,8,8,1,2080.04.26,2080.05.29
NGN,NGN-81.82,NGN,433,433,1,2081.04.14,2081.04.14
NGN,NGN-81.82,NGN,7019,7019,1,2081.11.06,2081.11.06
NGN,NGN-81.82,NGN,9682,9682,1,2082.01.26,2082.01.26
NGN,NGN-81.82,NGN,9749,9749,1,2082.01.28,2082.01.28
NGN,NGN-81.82,NGN,9802,9802,1,2082.01.30,2082.01.30
NGN,NGN-81.82,NGN,10373,10373,1,2082.02.16,2082.02.16
NGN,NGN-81.82,NGN,10847,10847,1,2082.02.30,2082.02.30
NGN,NGN-82.83,NGN,1259,1259,1,2082.05.06,2082.05.06
NGN,NGN-82.83,NGN,3381,3381,1,2082.07.13,2082.07.13
NGN,NGN-82.83,NGN,8195,8195,1,2082.11.15,2082.11.15
NGN,NGN-82.83,NGN,8840,8840,1,2082.11.28,2082.11.28
NGN,NGN-82.83,NGN,10022,10022,1,2082.12.22,2082.12.22
NGN,NGN-82.83,NGN,10368,10368,1,2082.12.30,2082.12.30
NGN,NGN-82.83,NGN,10485,10485,1,2083.01.03,2083.01.03
NGN,NGN-82.83,NGN,11869,11869,1,2083.02.04,2083.02.04
NGN,NGN-82.83,NGN,12422,12422,1,2083.02.15,2083.02.15
NGN,NGN-82.83,NGN,12661,12661,1,2083.02.21,2083.02.21
NGN,NGN-82.83,NGN,13060,13060,1,2083.02.31,2083.02.31
NGN,NGN-82.83,NGN,13168,13168,1,2083.03.02,2083.03.02
NGN,NGN-82.83,NGN,13256,13256,1,2083.03.04,2083.03.04
NGN,NGN-82.83,NGN,13521,13521,1,2083.03.10,2083.03.10
NGN,NGN-82.83,NGN,13826,13826,1,2083.03.18,2083.03.18
NGN,NGN-82.83,NGN,14134,14135,2,2083.03.25,2083.03.25
NGN,NGN-82.83,NGN,14137,14137,1,2083.03.25,2083.03.25
